Scientific_Name	Group	Plot	Sample_Name	Tube_No	Type_of_Sample	Total_Weight	Cup_No	pXRF_measurement_ID	ICP	Material	Cl_concentration	Cl_uncertainty	Ca_concentration	Ca_uncertainty	Ti_concentration	Ti_uncertainty	Cr_concentration	Cr_uncertainty	Mn_concentration	Mn_uncertainty	Fe_concentration	Fe_uncertainty	Co_concentration	Co_uncertainty	Ni_concentration	Ni_uncertainty	Cu_concentration	Cu_uncertainty	Zn_concentration	Zn_uncertainty	As_concentration	As_uncertainty	Se_concentration	Se_uncertainty	Cd_concentration	Cd_uncertainty	Re_concentration	Re_uncertainty	Hg_concentration	Hg_uncertainty	Tl_concentration	Tl_uncertainty	Pb_concentration	Pb_uncertainty	Substrate_RT
Pseudognaphalium canescens	G39	P6	P6_81_2	149;150;151	leaf	0.502	84	2209	y	Plant	4334	540	8954	291	206	26.9	8.1	5.1	ND<4.1	4.1	1326	33.9	ND<2.7	2.7	ND<1.4	1.4	273	10.6	6.4	3.3	4.6	1.4	2.4	0.9	ND<3.6	3.6	ND<1.7	1.7	ND<0.5	0.5	ND<0.5	0.5	ND<1.4	1.4	0.033130746
Pseudognaphalium canescens	G39	P6	P6_81_3	147;148	leaf	0.225	85	2210	y	Plant	4104	534	8173	280	137	22.5	20.3	7.5	ND<4.5	4.5	643	25.3	ND<2.3	2.3	ND<1.6	1.6	161	9.9	ND<1.7	1.7	10.2	0.6	ND<0.5	0.5	ND<4.1	4.1	ND<1.8	1.8	ND<0.5	0.5	ND<0.6	0.6	ND<1.2	1.2	0.029156677
Phyla nodiflora	G35	P2	P2_E11	140;141	leaf	0.451	86	2214	y	Plant	2620	462	52847	724	110	24.6	5.7	5.7	ND<6.5	6.5	134	12.6	ND<1.7	1.7	ND<1.3	1.3	5.2	2.7	10.4	2.8	5	0.4	2.4	0.7	ND<2.8	2.8	ND<1.4	1.4	ND<0.4	0.4	ND<0.5	0.5	ND<0.9	0.9	0.051916037
Phyla nodiflora	G35	P2	P2_E11_1	138;139	leaf	0.714	87	2215	y	Plant	4943	603	52184	709	39.4	16.3	6.9	5.2	46.1	10.5	136	12.3	ND<1.5	1.5	ND<1.2	1.2	13	2.9	6.5	2.1	2.7	0.8	3.1	0.7	ND<4.6	4.6	ND<1.5	1.5	ND<0.6	0.6	ND<0.4	0.4	ND<1.3	1.3	0.068114363
Phyla nodiflora	G35	P2	P2_E11_2	136;137	leaf	0.631	88	2216	y	Plant	2889	506	49264	686	54.7	18.1	7.3	5.3	38.6	9.8	207	14.7	ND<1.6	1.6	ND<1.2	1.2	22.4	3.5	13	2.4	3.4	0.3	4.6	0.8	ND<2.5	2.5	ND<1.5	1.5	ND<0.6	0.6	ND<0.4	0.4	ND<0.8	0.8	0.068944216
Cynodon dactylon	G9	P1	P1_46	152;153	leaf-stem	0.748	89	2217	y	Plant	2776	435	5317	227	23.6	11.6	8.9	4.9	ND<5.2	5.2	42.4	6.5	ND<1.2	1.2	ND<1.0	1	ND<1.5	1.5	28.9	3	5.2	0.3	0.9	0.5	ND<3.9	3.9	ND<1.2	1.2	ND<0.3	0.3	ND<0.3	0.3	ND<0.7	0.7	0.072756223
Cynodon dactylon	G9	P2	P2_SW3	162;163	leaf-stem	0.661	94	2222	y	Plant	1729	340	2940	156	21.1	10.5	9.8	4.7	ND<3.0	3	37.1	5.8	ND<1.0	1	ND<0.9	0.9	ND<1.4	1.4	ND<1.1	1.1	4.4	0.3	0.6	0.5	ND<2.5	2.5	ND<1.1	1.1	ND<0.3	0.3	ND<0.3	0.3	ND<0.6	0.6	0.065008469
Cynodon dactylon	G9	P5	P5_67	164;165	leaf-stem	0.817	98	2226	y	Plant	2159	376	4265	189	19.9	10.5	6.1	4.1	ND<4.6	4.6	12.9	3.7	ND<1.0	1	ND<0.8	0.8	ND<1.2	1.2	7.8	1.9	2.4	0.2	0.8	0.4	ND<1.7	1.7	ND<1.0	1	ND<0.3	0.3	ND<0.3	0.3	ND<0.6	0.6	0.084641568
Gutierrezia sarothrae 	G17	P1	P1_45_1	178	leaf	0.692	103	2234	y	Plant	1584	329	10261	301	ND<7.7	7.7	ND<2.7	2.7	ND<4.0	4	86.9	8.2	ND<1.0	1	ND<0.8	0.8	13.6	2.6	62.2	3.7	1.7	0.6	1.2	0.5	ND<2.7	2.7	ND<1.1	1.1	ND<0.3	0.3	ND<0.3	0.3	ND<1.1	1.1	0.069154941
Gutierrezia sarothrae 	G17	P5	P5_61	179	leaf	0.422	104	2235	y	Plant	2284	383	8552	269	ND<7.3	7.3	ND<1.5	1.5	20.2	5.3	73.5	7.2	ND<0.9	0.9	ND<1.1	1.1	23.2	2.6	20.6	2.2	0.5	0.5	1.6	0.6	ND<5.0	5	ND<1.1	1.1	ND<0.5	0.5	ND<0.3	0.3	ND<1.2	1.2	0.052638043
Gutierrezia sarothrae 	G17	P5	P5_E1_1	184	leaf	0.885	107	2238	y	Plant	2851	424	8551	275	ND<7.8	7.8	ND<1.4	1.4	27.3	6.2	71.5	7.2	ND<0.9	0.9	ND<1.1	1.1	20.3	2.3	11.8	1.6	ND<0.3	0.3	1.6	0.5	ND<4.2	4.2	ND<1.1	1.1	ND<0.3	0.3	ND<0.3	0.3	ND<1.0	1	0.081975758
Mentzelia multiflora	G16	P6	P6_97_2_2	187	leaf	0.373	110	2241	y	Plant	1050	292	33835	534	100	20.9	8.7	5.3	27.4	9.3	240	15.3	ND<1.5	1.5	ND<1.2	1.2	31.6	4.7	ND<1.3	1.3	4.5	0.4	3.7	0.9	ND<3.5	3.5	ND<1.6	1.6	ND<0.4	0.4	ND<0.5	0.5	ND<1.0	1	0.036137167
Mentzelia multiflora	G16	P1	P1_3	193	leaf	0.526	112	2243	y	Plant	1756	357	23307	447	ND<8.6	8.6	4.7	4.3	68.7	10.8	94.8	9.4	ND<1.2	1.2	ND<1.0	1	ND<2.4	2.4	4.1	2.3	3.5	0.3	3.7	0.8	ND<3.5	3.5	2.6	2.4	ND<0.8	0.8	ND<0.7	0.7	ND<0.8	0.8	0.044963252
Mentzelia multiflora	G16	P6	P6_97_1	190;191	leaf	0.666	116	2247	y	Plant	1934	378	23320	466	103	21.4	5.9	4.9	81.3	12.6	166	12.6	ND<1.4	1.4	ND<1.2	1.2	18.8	3.7	8.8	2.6	4.4	0.3	2.2	0.7	ND<2.8	2.8	ND<1.3	1.3	ND<0.4	0.4	ND<0.4	0.4	ND<0.8	0.8	0.055853609
Fraxinus velutina	G30	P2	P2_26_1	196;197	leaf	0.674	117	2248	y	Plant	386	187	18365	372	ND<7.3	7.3	8.1	4.7	ND<2.9	2.9	65.1	7.8	ND<1.2	1.2	ND<1.0	1	4.4	2.6	ND<1.0	1	5	0.3	1.6	0.6	ND<2.9	2.9	2.5	2.4	ND<0.7	0.7	ND<0.4	0.4	ND<0.8	0.8	0.05237456
Fraxinus velutina	G30	P2	P2_26_2	198;199	leaf	0.705	118	2249	y	Plant	ND<95.6	95.6	14867	331	18.2	10.8	3.7	3.7	ND<4.2	4.2	85.7	8	ND<1.1	1.1	ND<0.8	0.8	ND<1.9	1.9	ND<1.5	1.5	2.4	0.7	3.6	0.7	ND<2.8	2.8	13.9	2.8	1.3	1.2	ND<0.7	0.7	ND<1.2	1.2	0.062584341
Sphaeralcea cf. ambigua	G23	P5	P5_72	236	leaf	0.178	119	2253	y	Plant	437	200	13028	328	67.4	16.1	10.3	5.1	ND<3.1	3.1	407	19	ND<1.6	1.6	ND<1.0	1	22.3	4.1	ND<1.2	1.2	3	1	0.8	0.7	ND<4.2	4.2	ND<1.6	1.6	ND<0.5	0.5	ND<0.4	0.4	ND<1.6	1.6	0.027880844
Sphaeralcea cf. ambigua	G23	P5	P5_72_1	234;235	leaf	0.681	120	2254	y	Plant	3662	499	19760	431	50	15.8	5.8	4.5	14.2	6.4	311	16.2	ND<1.4	1.4	ND<1.0	1	46.5	4.3	28.4	3	2.2	0.8	1.1	0.6	ND<2.8	2.8	ND<1.3	1.3	ND<0.4	0.4	ND<0.4	0.4	ND<1.4	1.4	0.052933898
Sphaeralcea cf. ambigua	G23	P5	P5_72_2	237;238	leaf	0.744	121	2255	y	Plant	1930	370	20872	436	43.6	14.9	4.4	4	32.7	7.6	251	14.4	ND<1.3	1.3	ND<0.9	0.9	35.6	3.6	40.8	3.2	1.5	0.7	0.9	0.5	ND<2.7	2.7	ND<1.3	1.3	ND<0.4	0.4	ND<0.5	0.5	ND<1.3	1.3	0.057452891
cf. Boechera perennans	G37	P6	P6_90_1	239	leaf	0.3	122	2256	y	Plant	372	216	24784	463	112	21.3	4.5	4.4	20.1	7.2	597	23.8	ND<1.8	1.8	ND<1.1	1.1	175	8.7	28.9	3.6	3.1	1	4.9	1.1	ND<7.4	7.4	ND<1.8	1.8	ND<0.5	0.5	ND<0.5	0.5	ND<1.9	1.9	0.027182408
cf. Boechera perennans	G37	P6	P6_90_2	240	leaf	0.385	123	2257	y	Plant	ND<136	136	26408	486	103	21.1	7.4	4.8	16.6	6.6	432	19.1	ND<1.5	1.5	ND<1.1	1.1	255	8.9	23.7	2.8	3.5	0.3	7.2	1	ND<4.7	4.7	ND<1.4	1.4	ND<0.4	0.4	ND<0.6	0.6	ND<0.8	0.8	0.05488221
cf. Boechera perennans	G37	P6	P6_90_3	241	leaf	0.773	124	2258	y	Plant	ND<144	144	21373	428	107	20.7	ND<2.6	2.6	41.2	8.2	544	20.5	ND<1.5	1.5	ND<1.4	1.4	226	7.7	30.4	2.6	1.9	0.6	3.8	0.7	ND<2.4	2.4	ND<1.1	1.1	ND<0.3	0.3	ND<0.3	0.3	ND<1.2	1.2	0.078945272
Pectis papposa	G15	P1	P1_27_1	203	leaf-stem	0.168	126	2263	y	Plant	6064	626	16083	388	26.5	12.7	8	5.2	ND<3.9	3.9	138	13	ND<1.6	1.6	ND<1.2	1.2	ND<3.8	3.8	18.7	4.2	4.1	1.4	ND<0.6	0.6	ND<8.9	8.9	ND<1.8	1.8	ND<0.5	0.5	ND<0.5	0.5	ND<1.9	1.9	0.021408165
Pectis papposa	G15	P1	P1_27_3	204	leaf-stem	0.062	127	2264	y	Plant	1384	319	13594	349	77.8	18.2	14.5	6.8	ND<4.5	4.5	713	31.5	ND<2.7	2.7	ND<1.8	1.8	ND<5.7	5.7	ND<2.7	2.7	9.1	0.8	ND<0.5	0.5	ND<11.4	11.4	ND<2.5	2.5	ND<0.7	0.7	ND<0.8	0.8	ND<1.6	1.6	0.013864357
Pectis papposa	G15	P5	P5_E1	205	leaf-stem	0.614	128	2265	y	Plant	419	200	22973	433	73	17.8	ND<2.8	2.8	33.1	7.3	428	18	ND<1.4	1.4	ND<0.9	0.9	70.4	4.6	24.3	2.5	2.1	0.7	1.3	0.5	ND<2.4	2.4	ND<1.2	1.2	ND<0.3	0.3	ND<0.5	0.5	ND<1.3	1.3	0.058957256
Euphorbia melanadenia	G21	P5	P5_E3	220	leaf-stem	0.166	129	2266	y	Plant	1178	298	23936	445	120	21.8	ND<3.1	3.1	20.4	7.9	1034	30.2	ND<2.2	2.2	ND<1.1	1.1	36.2	4.6	ND<1.8	1.8	2.5	1.1	2.3	0.8	ND<7.6	7.6	ND<1.6	1.6	ND<0.4	0.4	ND<0.4	0.4	ND<1.8	1.8	0.031361323
Euphorbia melanadenia	G21	P1	P1_20	222	leaf-stem	0.605	131	2268	y	Plant	772	240	11832	303	33.6	12.8	ND<2.5	2.5	24.4	6.1	264	13.3	ND<1.1	1.1	ND<0.8	0.8	22.3	2.7	9.9	1.8	1.8	0.6	1	0.5	ND<4.4	4.4	ND<1.1	1.1	ND<0.5	0.5	ND<0.3	0.3	ND<1.1	1.1	0.067732669
Euphorbia melanadenia	G21	P1	P1_19	225	leaf-stem	0.781	134	2271	y	Plant	589	216	8481	264	20.2	11.3	ND<2.3	2.3	ND<3.6	3.6	96.6	8.2	ND<1.0	1	ND<0.7	0.7	8.6	1.8	32.7	2.5	1	0.5	0.8	0.4	ND<2.4	2.4	ND<1.0	1	ND<0.3	0.3	ND<0.3	0.3	ND<1.0	1	0.088348217
Berberis haematocarpa	G20	P5	P5_71	248	leaf	0.544	137	2274	y	Plant	ND<98.4	98.4	12652	306	ND<7.4	7.4	ND<2.2	2.2	ND<3.1	3.1	40.1	5.2	ND<0.8	0.8	ND<0.7	0.7	3.6	1.2	7.7	1.5	0.4	0.4	0.9	0.4	ND<4.1	4.1	ND<1.0	1	ND<0.3	0.3	ND<0.3	0.3	ND<1.0	1	0.075724118
Berberis haematocarpa	G20	P1	P1_40	242;243	leaf	0.871	138	2275	y	Plant	ND<76.8	76.8	7171	231	ND<6.4	6.4	4.5	3.6	ND<2.2	2.2	19.7	4	ND<0.9	0.9	ND<0.7	0.7	ND<1.4	1.4	7.7	1.7	1.2	0.5	1.8	0.5	ND<4.3	4.3	ND<1.1	1.1	ND<0.3	0.3	ND<0.4	0.4	ND<1.0	1	0.072913103
Berberis haematocarpa	G20	P5	P5_71_2_2	244;245	leaf	0.75	139	2276	y	Plant	ND<83.8	83.8	9171	255	ND<7.1	7.1	2.9	2.9	43.1	7.6	31.9	5	ND<0.9	0.9	ND<0.9	0.9	ND<1.1	1.1	5	1.7	2	0.6	0.6	0.4	ND<4.3	4.3	ND<1.1	1.1	ND<0.3	0.3	ND<0.3	0.3	ND<1.1	1.1	0.064944215
Datura wrightii	G24	P1	P1_9	229	leaf	0.685	141	2278	y	Plant	412	201	13226	336	22.7	12	ND<2.5	2.5	51.5	8.5	167	11.1	ND<1.1	1.1	ND<1.2	1.2	20.1	2.6	31.7	2.7	1.4	0.6	0.5	0.4	ND<4.7	4.7	2	1.8	ND<0.4	0.4	ND<0.5	0.5	ND<1.1	1.1	0.063856483
Datura wrightii	G24	P1	P1_18	230;231	leaf	0.735	142	2279	y	Plant	7770	732	17723	460	29.9	15	ND<3.1	3.1	52.1	10.3	231	15.2	ND<1.6	1.6	ND<1.0	1	11.2	2.6	21.7	2.9	1.6	0.7	ND<0.4	0.4	9.1	9.1	9.2	2.7	ND<0.6	0.6	ND<0.4	0.4	ND<1.3	1.3	0.056364711
Datura wrightii	G24	P1	P1_49	232;233	leaf	0.856	143	2280	y	Plant	ND<126	126	11661	319	22	11.9	ND<2.7	2.7	54.2	8.9	135	10.2	ND<1.1	1.1	ND<0.9	0.9	13.5	2.5	37.7	3	1.6	0.6	0.4	0.4	ND<2.6	2.6	1.6	1.6	ND<0.4	0.4	ND<0.3	0.3	ND<1.1	1.1	0.066752657
Senegalia (Acacia) greggii	G19	P2	P2_15_1	206	leaf	0.264	144	2282	y	Plant	329	185	29628	473	24.9	12.4	ND<2.6	2.6	92.4	11.6	99.1	9.5	ND<1.3	1.3	ND<1.0	1	57.6	4.9	18.4	3.9	1.7	0.9	10.9	1.4	ND<3.4	3.4	77.8	6.1	ND<1.9	1.9	ND<0.9	0.9	ND<1.6	1.6	0.0373099
Senegalia (Acacia) greggii	G19	P2	P2_15_1_2	209	leaf	0.409	145	2283	y	Plant	ND<107	107	29103	465	ND<8.9	8.9	ND<2.9	2.9	135	13.3	89	8.8	ND<1.2	1.2	ND<1.0	1	67.2	4.7	22.4	3.7	2	0.7	14.1	1.3	ND<2.6	2.6	99.9	5.8	ND<1.2	1.2	ND<0.8	0.8	ND<1.4	1.4	0.059785351
Senegalia (Acacia) greggii	G19	P2	P2_15_2	207;208	leaf	1.051	146	2284	y	Plant	ND<116	116	36291	520	ND<9.0	9	ND<2.9	2.9	128	13.3	89.9	8.9	ND<1.1	1.1	ND<0.9	0.9	62.3	4.4	12.8	2.6	1.9	0.6	2.3	0.6	ND<4.4	4.4	34.6	3.6	ND<0.7	0.7	ND<0.5	0.5	ND<1.1	1.1	0.073030964
Ceanothus greggii	G28	P1	P1_39	214	leaf	1.258	147	2288	y	Plant	ND<87.9	87.9	18577	376	ND<7.9	7.9	ND<2.3	2.3	45.4	7.7	89.5	8	ND<0.9	0.9	3	1.7	13.7	2	13.4	1.7	0.5	0.5	0.9	0.4	ND<3.9	3.9	ND<1.1	1.1	ND<0.4	0.4	ND<0.3	0.3	ND<1.0	1	0.095020145
Ceanothus greggii	G28	P1	P1_39_2	212;213	leaf	2.103	149	2290	y	Plant	ND<79.1	79.1	16495	344	ND<7.7	7.7	ND<1.4	1.4	ND<3.3	3.3	103	8.4	ND<1.1	1.1	ND<0.8	0.8	11.2	1.9	9.3	1.6	1.1	0.5	1.7	0.5	11.4	11.2	2.9	1.6	ND<0.5	0.5	ND<0.5	0.5	ND<1.0	1	0.103516109
Ceanothus greggii	G28	P5	P5_70	217	leaf	0.613	150	2291	y	Plant	ND<102	102	20671	401	31.5	13	ND<2.5	2.5	53.8	8.5	98.5	8.6	ND<1.0	1	ND<1.3	1.3	11.1	2	28.8	2.6	0.7	0.5	0.7	0.4	ND<4.6	4.6	2.2	1.7	ND<0.4	0.4	ND<0.5	0.5	ND<1.1	1.1	0.06664481
Fraxinus velutina	G30	P2	P2_26	200;201	leaf	0.656	153	2294	y	Plant	ND<93.9	93.9	6661	231	ND<6.3	6.3	5	4	ND<2.3	2.3	45.1	6.4	ND<1.0	1	ND<1.0	1	ND<2.3	2.3	ND<1.1	1.1	2.8	0.8	1	0.6	ND<2.6	2.6	ND<1.2	1.2	ND<0.4	0.4	ND<0.3	0.3	ND<1.2	1.2	0.053270668
Mimosa biuncifera	G14	P1	P1_1	250	leaf	0.987	154	2298	y	Plant	1220	287	14788	332	ND<7.6	7.6	ND<2.3	2.3	56.7	8.2	76.8	7.3	ND<0.9	0.9	ND<1.1	1.1	26.6	2.7	15.2	1.9	0.8	0.5	1.1	0.5	ND<4.3	4.3	5.2	1.9	ND<0.4	0.4	ND<0.5	0.5	ND<1.1	1.1	0.0763354
Mimosa biuncifera	G14	P2	P2_E15	254	leaf	0.349	158	2302	y	Plant	948	257	14655	330	25.9	11	4.1	3.8	37	7.8	76.5	8.4	ND<1.1	1.1	ND<1.0	1	23.8	3.7	17.3	3	2.2	0.9	4.5	1	ND<4.9	4.9	3.8	2.6	ND<0.6	0.6	ND<0.7	0.7	ND<1.7	1.7	0.026882511
Mimosa biuncifera	G14	P5	P5_64_1	257	leaf	0.71	161	2305	y	Plant	641	220	17182	355	18.7	10.3	4.6	3.5	34.8	6.8	66.3	6.9	ND<0.9	0.9	ND<0.8	0.8	31.6	3.1	11.3	1.8	1.3	0.6	2.9	0.7	ND<2.6	2.6	ND<1.3	1.3	ND<0.5	0.5	ND<0.3	0.3	ND<1.2	1.2	0.055208948
Baccharis sarothroides	G10	P1	P1_5	259;260	leaf-stem	0.837	163	2310	y	Plant	4011	499	7124	249	ND<6.7	6.7	5.1	3.9	22.6	6.5	40.6	5.8	ND<1.0	1	ND<0.9	0.9	11	2.3	15.8	2.2	2.2	0.6	0.5	0.4	ND<4.3	4.3	1.9	1.7	ND<0.4	0.4	ND<0.3	0.3	ND<1.1	1.1	0.071357042
Baccharis sarothroides	G10	P2	P2_E14	265;266	leaf-stem	1.237	166	2313	y	Plant	3264	448	8468	261	ND<6.3	6.3	2.9	2.9	28	6.2	42.6	5.5	ND<0.8	0.8	ND<1.2	1.2	12.6	2.1	11.4	1.9	1	0.5	2.5	0.6	ND<2.9	2.9	5.6	1.9	ND<0.4	0.4	ND<0.3	0.3	ND<1.1	1.1	0.072582997
Baccharis sarothroides	G10	P2	P2_E14_1	267;268	leaf-stem	1.603	167	2314	y	Plant	1733	335	9644	278	ND<6.9	6.9	4.3	3.4	26.5	6.4	30.9	4.9	ND<1.0	1	ND<0.8	0.8	13.7	2.1	20.5	2.5	1	0.6	1.5	0.5	ND<2.5	2.5	31	3.2	ND<0.7	0.7	ND<0.5	0.5	ND<1.1	1.1	0.084160678
Bouteloua curtipendula	G27	P1	P1_11_1	302;303	leaf-stem	0.72	169	2316	y	Plant	1515	318	4481	185	18.1	9.6	3.6	3.2	27.5	6.1	128	8.9	ND<0.9	0.9	ND<0.7	0.7	14.3	2.2	9.6	1.7	1.8	0.6	1.2	0.4	ND<2.3	2.3	ND<1.0	1	ND<0.3	0.3	ND<0.3	0.3	ND<1.0	1	0.076255307
Populus fremontii	G25	P2	P2_poplar1	283;284	leaf	0.915	170	2317	y	Plant	ND<115	115	18683	381	ND<7.6	7.6	8.3	4.4	ND<4.2	4.2	32.7	5.4	ND<1.0	1	ND<0.9	0.9	5	2.1	17.7	2.5	3.2	0.3	6.8	0.9	ND<2.4	2.4	ND<1.1	1.1	ND<0.3	0.3	ND<0.4	0.4	ND<0.8	0.8	0.058949273
Populus fremontii	G25	P2	P2_poplar2	285;286	leaf	0.646	171	2318	y	Plant	ND<122	122	14671	356	ND<7.4	7.4	5.2	4.1	ND<4.1	4.1	31.6	5.4	ND<1.1	1.1	ND<1.1	1.1	6.3	2.2	41.2	3.3	1.8	0.7	8.6	1.1	ND<2.9	2.9	ND<1.3	1.3	ND<0.6	0.6	ND<0.5	0.5	ND<1.4	1.4	0.053572863
Populus fremontii	G25	P2	P2_WP3	287;288	leaf	0.781	172	2319	y	Plant	ND<133	133	31067	520	ND<8.4	8.4	4.1	4.1	12.7	5.9	43.8	6.5	ND<1.1	1.1	ND<1.1	1.1	4.4	1.9	49.9	3.7	2.6	0.8	8.2	1	ND<5.2	5.2	ND<1.4	1.4	ND<0.4	0.4	ND<0.3	0.3	ND<1.5	1.5	0.053799179
Xanthisma gracile	G36	P1	P1_17	290	leaf-stem	0.125	173	2320	y	Plant	2179	389	14164	345	82.2	17.6	24	7.4	ND<3.3	3.3	492	21.2	ND<1.9	1.9	ND<1.4	1.4	10.4	4.4	ND<1.4	1.4	9.8	0.5	2.4	0.9	ND<6.4	6.4	ND<1.5	1.5	ND<0.4	0.4	ND<0.5	0.5	ND<1.1	1.1	0.029787619
Xanthisma gracile	G36	P2	P2_YF1	293	leaf-stem	0.286	175	2322	y	Plant	2260	385	9379	278	33.2	12.3	5.6	4	29.2	7	83.3	8.2	ND<1.1	1.1	ND<1.0	1	42.9	4.2	38	3.5	3.5	0.3	0.9	0.6	ND<3.5	3.5	ND<1.4	1.4	ND<0.4	0.4	ND<0.4	0.4	ND<0.8	0.8	0.039957896
Xanthisma gracile	G36	P5	P5_59	295	leaf-stem	0.37	178	2325	y	Plant	2050	369	11870	310	42.7	13.4	9.5	4.7	ND<4.9	4.9	158	11	ND<1.2	1.2	ND<1.0	1	80.7	5.2	24	2.8	4	0.3	0.8	0.5	ND<5.3	5.3	ND<1.3	1.3	ND<0.4	0.4	ND<0.4	0.4	ND<0.8	0.8	0.050182145
Xanthisma gracile	G36	P5	P5_59_2	294	leaf-stem	0.421	180	2327	y	Plant	1098	277	15873	348	39	13	2.9	2.9	36.2	7.2	263	13.8	ND<1.2	1.2	ND<0.8	0.8	76.2	4.8	3.2	1.5	2.1	0.7	1.9	0.6	ND<5.0	5	ND<1.3	1.3	ND<0.4	0.4	ND<0.3	0.3	ND<1.3	1.3	0.045505285
Xanthisma gracile	G36	P6	P6_77_1	299;300	leaf-stem	0.726	182	2329	y	Plant	1451	315	12342	316	92.9	18.2	7.2	4.5	28.2	7.4	85.7	8.2	ND<1.1	1.1	ND<0.9	0.9	34.9	3.5	23.6	2.6	2.9	0.3	1.2	0.5	ND<4.9	4.9	ND<1.3	1.3	ND<0.4	0.4	ND<0.3	0.3	ND<0.7	0.7	0.060510654
Xanthisma gracile	G36	P6	P6_77_2_1	298	leaf-stem	0.517	183	2331	y	Plant	896	254	15248	338	132	20.8	6.3	4	79.9	9.8	450	17.4	ND<1.4	1.4	3.3	1.8	556	11.4	39.1	2.7	2.4	0.2	1.8	0.5	ND<2.1	2.1	ND<1.1	1.1	ND<0.3	0.3	ND<0.3	0.3	ND<0.7	0.7	0.072950237
Xanthisma gracile	G36	P6	P6_77_2_2	297	leaf-stem	0.439	184	2332	y	Plant	684	224	12857	309	160	22.2	3.4	3.4	95.9	11	276	14.4	ND<1.3	1.3	ND<1.6	1.6	384	10.8	37	3.2	2	0.8	1	0.6	ND<3.5	3.5	ND<1.3	1.3	ND<0.4	0.4	ND<0.3	0.3	ND<1.4	1.4	0.039212562
Juniperus arizonica	G29	P1	P1_14	271;272	leaf	0.805	185	2333	y	Plant	1435	307	12495	307	ND<6.4	6.4	4.1	3.5	ND<3.4	3.4	28.4	4.6	ND<0.9	0.9	ND<0.8	0.8	ND<1.5	1.5	6.1	1.6	1	0.6	ND<0.3	0.3	ND<4.5	4.5	ND<1.1	1.1	ND<0.3	0.3	ND<0.3	0.3	ND<1.2	1.2	0.064806536
Juniperus arizonica	G29	P2	P2_E13	273;274	leaf	1.29	186	2334	y	Plant	790	240	16536	354	24.7	11.4	3.6	3.5	ND<3.9	3.9	92.9	8.2	ND<1.1	1.1	ND<0.9	0.9	3.7	1.4	14.8	2	1	0.5	0.4	0.4	ND<4.0	4	ND<1.2	1.2	ND<0.3	0.3	ND<0.3	0.3	ND<1.1	1.1	0.080019034
Juniperus arizonica	G29	P5	P5_E2	281;282	leaf	1.488	188	2336	y	Plant	1441	311	16434	354	18.6	10.7	2.5	2.5	54.2	8.3	89	8	ND<1.0	1	3.1	1.7	11.5	1.9	16.3	1.9	0.9	0.5	0.8	0.4	ND<2.4	2.4	ND<1.1	1.1	ND<0.3	0.3	ND<0.4	0.4	ND<1.0	1	0.092350572
Portulaca oleracea	G22	P5	P5_72X	249	leaf-stem	0.093	191	2342	y	Plant	929	298	17006	475	125	25.6	19.5	8.6	ND<9.6	9.6	50.7	10.7	ND<1.9	1.9	ND<1.7	1.7	ND<5.4	5.4	15.9	5.6	8.3	0.7	ND<0.5	0.5	ND<9.0	9	ND<2.1	2.1	ND<0.7	0.7	ND<0.7	0.7	ND<1.4	1.4	0.017748987
Cynodon dactylon	G9	P6	P6_80	336	leaf-stem	0.424	192	2375	y	Plant	2208	377	2542	146	20.8	10.2	7.5	4	ND<4.1	4.1	88.2	7.9	ND<1.0	1	ND<0.8	0.8	42.9	3.8	6.8	1.9	3.6	0.3	0.9	0.5	ND<2.6	2.6	ND<1.1	1.1	ND<0.3	0.3	ND<0.3	0.3	ND<0.7	0.7	0.061274268
Bouteloua aristidoides	G38	P5	P5_68	328;329	leaf-stem	0.642	195	2378	y	Plant	584	204	2151	129	22.1	10	7.1	3.9	20.9	6.2	26.8	4.7	ND<0.9	0.9	ND<0.8	0.8	ND<1.2	1.2	13.6	2.2	2.7	0.2	ND<0.3	0.3	ND<4.3	4.3	ND<1.1	1.1	ND<0.3	0.3	ND<0.3	0.3	ND<0.7	0.7	0.059619777
Bouteloua aristidoides	G38	P5	P5_68_2	327	leaf-stem	0.369	196	2379	y	Plant	796	236	2427	138	ND<6.8	6.8	8.5	4.2	ND<4.5	4.5	82.4	7.7	ND<1.0	1	ND<1.1	1.1	6.6	2.3	9.1	2.2	2.6	0.7	ND<0.4	0.4	ND<3.2	3.2	ND<1.1	1.1	ND<0.3	0.3	ND<0.3	0.3	ND<1.1	1.1	0.052721117
Eragrostis cf. curvula	G33	P6	P6_85	340;341	leaf-stem	0.939	197	2380	y	Plant	649	212	3319	156	31.3	11	4	3.3	15.3	5.1	97.3	7.7	ND<0.9	0.9	ND<0.7	0.7	32	3	4.1	1.4	1.4	0.6	1	0.4	8.3	8.3	ND<1.1	1.1	ND<0.5	0.5	ND<0.3	0.3	ND<1.1	1.1	0.073837332
Aristida adscencionis	G31	P2	P2_E16	330;331	leaf-stem	0.519	198	2381	y	Plant	497	191	2399	134	16.5	9.2	13.2	5	ND<4.5	4.5	57.2	6.8	ND<1.0	1	ND<0.9	0.9	ND<2.3	2.3	51.5	3.8	4.5	0.3	0.7	0.5	ND<4.7	4.7	ND<1.2	1.2	ND<0.3	0.3	ND<0.3	0.3	ND<0.7	0.7	0.050689742
